date,day,evening
2024-04-03,Wednesday,="9176"
2024-04-04,Thursday,="0812"
2024-04-05,Friday,="6397"
2024-04-06,Saturday,="9304"
2024-04-07,Sunday,="8115"
2024-04-08,Monday,="7272"
2024-04-09,Tuesday,="9317"
2024-04-10,Wednesday,="1123"
2024-04-11,Thursday,="2831"
2024-04-12,Friday,="6304"
2024-04-13,Saturday,="3483"
2024-04-14,Sunday,="0122"
2024-04-15,Monday,="7237"
2024-04-16,Tuesday,="4319"
2024-04-17,Wednesday,="8075"
2024-04-18,Thursday,="5428"
2024-04-19,Friday,="1781"
2024-04-20,Saturday,="3385"
2024-04-21,Sunday,="3580"
2024-04-22,Monday,="0830"
2024-04-23,Tuesday,="0858"
2024-04-24,Wednesday,="4129"
2024-04-25,Thursday,="7142"
2024-04-26,Friday,="4287"
2024-04-27,Saturday,="3533"
2024-04-28,Sunday,="6715"
2024-04-29,Monday,="3710"
2024-04-30,Tuesday,="0096"
2024-05-01,Wednesday,="9347"
2024-05-02,Thursday,="7347"
2024-05-03,Friday,="0155"
2024-05-04,Saturday,="5431"
2024-05-05,Sunday,="5890"
2024-05-06,Monday,="9353"
2024-05-07,Tuesday,="4980"
2024-05-08,Wednesday,="1138"
2024-05-09,Thursday,="6344"
2024-05-10,Friday,="9789"
2024-05-11,Saturday,="9423"
2024-05-12,Sunday,="8199"
2024-05-13,Monday,="1319"
2024-05-14,Tuesday,="4021"
2024-05-15,Wednesday,="1224"
2024-05-16,Thursday,="6824"
2024-05-17,Friday,="6506"
2024-05-18,Saturday,="4238"
2024-05-19,Sunday,="4629"
2024-05-20,Monday,="2076"
2024-05-21,Tuesday,="3892"
2024-05-22,Wednesday,="0442"
2024-05-23,Thursday,="0153"
2024-05-24,Friday,="1288"
2024-05-25,Saturday,="1065"
2024-05-26,Sunday,="1959"
2024-05-27,Monday,="1869"
2024-05-28,Tuesday,="4090"
2024-05-29,Wednesday,="5980"
2024-05-30,Thursday,="9544"
2024-05-31,Friday,="4362"
2024-06-01,Saturday,="1454"
2024-06-02,Sunday,="1278"
2024-06-03,Monday,="2269"
2024-06-04,Tuesday,="6877"
2024-06-05,Wednesday,="9634"
2024-06-06,Thursday,="8476"
2024-06-07,Friday,="7995"
2024-06-08,Saturday,="8593"
2024-06-09,Sunday,="9910"
2024-06-10,Monday,="8612"
2024-06-11,Tuesday,="0664"
2024-06-12,Wednesday,="2453"
2024-06-13,Thursday,="3631"
2024-06-14,Friday,="1434"
2024-06-15,Saturday,="4316"
2024-06-16,Sunday,="8210"
2024-06-17,Monday,="5467"
2024-06-18,Tuesday,="6600"
2024-06-19,Wednesday,="5336"
2024-06-20,Thursday,="0708"
2024-06-21,Friday,="9188"
2024-06-22,Saturday,="2248"
2024-06-23,Sunday,="3287"
2024-06-24,Monday,="1793"
2024-06-25,Tuesday,="1744"
2024-06-26,Wednesday,="9395"
2024-06-27,Thursday,="8743"
2024-06-28,Friday,="4097"
2024-06-29,Saturday,="0773"
2024-06-30,Sunday,="2605"
2024-07-01,Monday,="3162"
2024-07-02,Tuesday,="7585"
2024-07-03,Wednesday,="5995"
2024-07-04,Thursday,="4221"
2024-07-05,Friday,="4552"
2024-07-06,Saturday,="4413"
2024-07-07,Sunday,="3036"
2024-07-08,Monday,="8515"
2024-07-09,Tuesday,="6630"
2024-07-10,Wednesday,="7868"
2024-07-11,Thursday,="3123"
2024-07-12,Friday,="1070"
2024-07-13,Saturday,="1923"
2024-07-14,Sunday,="9159"
2024-07-15,Monday,="7556"
2024-07-16,Tuesday,="1533"
2024-07-17,Wednesday,="2156"
2024-07-18,Thursday,="9636"
2024-07-19,Friday,="3321"
2024-07-20,Saturday,="5895"
2024-07-21,Sunday,="7746"
2024-07-22,Monday,="6482"
2024-07-23,Tuesday,="7214"
2024-07-24,Wednesday,="8951"
2024-07-25,Thursday,="4108"
2024-07-26,Friday,="9821"
2024-07-27,Saturday,="5756"
2024-07-28,Sunday,="5824"
2024-07-29,Monday,="0697"
2024-07-30,Tuesday,="0554"
2024-07-31,Wednesday,="2408"
2024-08-01,Thursday,="4895"
2024-08-02,Friday,="9224"
2024-08-03,Saturday,="5423"
2024-08-04,Sunday,="6435"
2024-08-05,Monday,="6209"
2024-08-06,Tuesday,="8785"
2024-08-07,Wednesday,="2569"
2024-08-08,Thursday,="9907"
2024-08-09,Friday,="8909"
2024-08-10,Saturday,="4777"
2024-08-11,Sunday,="6067"
2024-08-12,Monday,="7470"
2024-08-13,Tuesday,="7053"
2024-08-14,Wednesday,="9457"
2024-08-15,Thursday,="9475"
2024-08-16,Friday,="9246"
2024-08-17,Saturday,="5208"
2024-08-18,Sunday,="7463"
2024-08-19,Monday,="0267"
2024-08-20,Tuesday,="9716"
2024-08-21,Wednesday,="9108"
2024-08-22,Thursday,="0444"
2024-08-23,Friday,="0500"
2024-08-24,Saturday,="6020"
2024-08-25,Sunday,="1121"
2024-08-26,Monday,="3024"
2024-08-27,Tuesday,="4539"
2024-08-28,Wednesday,="4508"
2024-08-29,Thursday,="6559"
2024-08-30,Friday,="8449"
2024-08-31,Saturday,="4448"
2024-09-01,Sunday,="8851"
2024-09-02,Monday,="8148"
2024-09-03,Tuesday,="2214"
2024-09-04,Wednesday,="6215"
2024-09-05,Thursday,="0130"
2024-09-06,Friday,="7248"
2024-09-07,Saturday,="3435"
2024-09-08,Sunday,="4567"
2024-09-09,Monday,="0720"
2024-09-10,Tuesday,="4374"
2024-09-11,Wednesday,="1181"
2024-09-12,Thursday,="3873"
2024-09-13,Friday,="4058"
2024-09-14,Saturday,="9084"
2024-09-15,Sunday,="6473"
2024-09-16,Monday,="9843"
2024-09-17,Tuesday,="2693"
2024-09-18,Wednesday,="8180"
2024-09-19,Thursday,="5267"
2024-09-20,Friday,="5627"
2024-09-21,Saturday,="2639"
2024-09-22,Sunday,="0691"
2024-09-23,Monday,="3694"
2024-09-24,Tuesday,="9536"
2024-09-25,Wednesday,="0130"
2024-09-26,Thursday,="1345"
2024-09-27,Friday,="3909"
2024-09-28,Saturday,="7246"
2024-09-29,Sunday,="8171"
2024-09-30,Monday,="8800"
2024-10-01,Tuesday,="8765"
2024-10-02,Wednesday,="0689"
2024-10-03,Thursday,="2729"
2024-10-04,Friday,="6551"
2024-10-05,Saturday,="5018"
2024-10-06,Sunday,="8138"
2024-10-07,Monday,="5293"
2024-10-08,Tuesday,="9010"
2024-10-09,Wednesday,="8922"
2024-10-10,Thursday,="6413"
2024-10-11,Friday,="4793"
2024-10-12,Saturday,="2499"
2024-10-13,Sunday,="9545"
2024-10-14,Monday,="6885"
2024-10-15,Tuesday,="8961"
2024-10-16,Wednesday,="7054"
2024-10-17,Thursday,="0501"
2024-10-18,Friday,="0488"
2024-10-19,Saturday,="7620"
2024-10-20,Sunday,="3972"
2024-10-21,Monday,="1558"
2024-10-22,Tuesday,="6087"
2024-10-23,Wednesday,="1152"
2024-10-24,Thursday,="8972"
2024-10-25,Friday,="5546"
2024-10-26,Saturday,="0045"
2024-10-27,Sunday,="6361"
2024-10-28,Monday,="8090"
2024-10-29,Tuesday,="3885"
2024-10-30,Wednesday,="5762"
2024-10-31,Thursday,="5918"
2024-11-01,Friday,="9013"
2024-11-02,Saturday,="7099"
2024-11-03,Sunday,="5925"
2024-11-04,Monday,="0285"
2024-11-05,Tuesday,="2552"
2024-11-06,Wednesday,="4947"
2024-11-07,Thursday,="5472"
2024-11-08,Friday,="3734"
2024-11-09,Saturday,="9473"
2024-11-10,Sunday,="6917"
2024-11-11,Monday,="2156"
2024-11-12,Tuesday,="2082"
2024-11-13,Wednesday,="6043"
2024-11-14,Thursday,="4116"
2024-11-15,Friday,="0727"
2024-11-16,Saturday,="4269"
2024-11-17,Sunday,="7703"
2024-11-18,Monday,="3518"
2024-11-19,Tuesday,="7936"
2024-11-20,Wednesday,="9873"
2024-11-21,Thursday,="6363"
2024-11-22,Friday,="0043"
2024-11-23,Saturday,="9134"
2024-11-24,Sunday,="1895"
2024-11-25,Monday,="4072"
2024-11-26,Tuesday,="9348"
2024-11-27,Wednesday,="4150"
2024-11-28,Thursday,="0288"
2024-11-29,Friday,="4641"
2024-11-30,Saturday,="2378"
2024-12-01,Sunday,="1414"
2024-12-02,Monday,="1891"
2024-12-03,Tuesday,="5525"
2024-12-04,Wednesday,="1689"
2024-12-05,Thursday,="7522"
2024-12-06,Friday,="9231"
2024-12-07,Saturday,="1038"
2024-12-08,Sunday,="3710"
2024-12-09,Monday,="9920"
2024-12-10,Tuesday,="1189"
2024-12-11,Wednesday,="8121"
2024-12-12,Thursday,="4578"
2024-12-13,Friday,="2535"
2024-12-14,Saturday,="6462"
2024-12-15,Sunday,="1382"
2024-12-16,Monday,="2180"
2024-12-17,Tuesday,="1472"
2024-12-18,Wednesday,="6226"
2024-12-19,Thursday,="6539"
2024-12-20,Friday,="4455"
2024-12-21,Saturday,="8017"
2024-12-22,Sunday,="0729"
2024-12-23,Monday,="3929"
2024-12-24,Tuesday,="2377"
2024-12-25,Wednesday,="2206"
2024-12-26,Thursday,="8805"
2024-12-27,Friday,="6886"
2024-12-28,Saturday,="7996"
2024-12-29,Sunday,="2331"
2024-12-30,Monday,="8974"
2024-12-31,Tuesday,="1335"
