Year,Month,Day,DayName,midday,evening 
2023,2,6,Monday,9674,4791
2023,2,7,Tuesday,0187,9905
2023,2,8,Wednesday,8047,8444
2023,2,9,Thursday,4495,1896
2023,2,10,Friday,6152,6402
2023,2,11,Saturday,4589,4468
2023,2,12,Sunday,9690,5912
2023,2,13,Monday,7213,7383
2023,2,14,Tuesday,8574,2517
2023,2,15,Wednesday,8368,2128
2023,2,16,Thursday,9719,0056
2023,2,17,Friday,6338,6452
2023,2,18,Saturday,1864,0823
2023,2,19,Sunday,6421,4173
2023,2,20,Monday,0295,3197
2023,2,21,Tuesday,7976,0299
2023,2,22,Wednesday,6326,0922
2023,2,23,Thursday,0048,7997
2023,2,24,Friday,9439,6646
2023,2,25,Saturday,3014,8593
2023,2,26,Sunday,0294,8440
2023,2,27,Monday,8879,3264
2023,2,28,Tuesday,4461,9282
2023,3,1,Wednesday,2401,6904
2023,3,2,Thursday,6500,9631
2023,3,3,Friday,4207,6299
2023,3,4,Saturday,8865,7950
2023,3,5,Sunday,4794,4037
2023,3,6,Monday,2965,7912
2023,3,7,Tuesday,5296,3305
2023,3,8,Wednesday,7951,9300
2023,3,9,Thursday,5076,2793
2023,3,10,Friday,8254,3839
2023,3,11,Saturday,7306,8520
2023,3,12,Sunday,7241,3822
2023,3,13,Monday,2725,2884
2023,3,14,Tuesday,8959,5279
2023,3,15,Wednesday,6426,0008
2023,3,16,Thursday,8501,2657
2023,3,17,Friday,5241,0440
2023,3,18,Saturday,0594,5817
2023,3,19,Sunday,1712,0920
2023,3,20,Monday,7962,1950
2023,3,21,Tuesday,0331,7972
2023,3,22,Wednesday,6542,0685
2023,3,23,Thursday,1057,1284
2023,3,24,Friday,8871,4290
2023,3,25,Saturday,5515,1994
2023,3,26,Sunday,8985,8971
2023,3,27,Monday,8501,0862
2023,3,28,Tuesday,3246,1146
2023,3,29,Wednesday,2155,8078
2023,3,30,Thursday,1627,3548
2023,3,31,Friday,1899,9517
2023,4,1,Saturday,5120,6745
2023,4,2,Sunday,0965,6785
2023,4,3,Monday,5114,3780
2023,4,4,Tuesday,7561,6192
2023,4,5,Wednesday,4390,8479
2023,4,6,Thursday,2732,3903
2023,4,7,Friday,0624,2085
2023,4,8,Saturday,2487,1471
2023,4,9,Sunday,7674,4851
2023,4,10,Monday,2735,4252
2023,4,11,Tuesday,9168,4069
2023,4,12,Wednesday,1870,7732
2023,4,13,Thursday,4081,5512
2023,4,14,Friday,5794,3036
2023,4,15,Saturday,0821,7548
2023,4,16,Sunday,6365,7797
2023,4,17,Monday,7031,9666
2023,4,18,Tuesday,2552,6175
2023,4,19,Wednesday,1353,8539
2023,4,20,Thursday,0274,0238
2023,4,21,Friday,4918,2354
2023,4,22,Saturday,5511,0703
2023,4,23,Sunday,8807,9223
2023,4,24,Monday,8248,1539
2023,4,25,Tuesday,6305,6210
2023,4,26,Wednesday,9491,2937
2023,4,27,Thursday,3502,6724
2023,4,28,Friday,0158,4438
2023,4,29,Saturday,9736,0302
2023,4,30,Sunday,4243,5003
2023,5,1,Monday,2234,7389
2023,5,2,Tuesday,8480,6399
2023,5,3,Wednesday,1482,6090
2023,5,4,Thursday,9461,2256
2023,5,5,Friday,2215,5632
2023,5,6,Saturday,4249,9922
2023,5,7,Sunday,5523,1205
2023,5,8,Monday,4547,8047
2023,5,9,Tuesday,0547,9630
2023,5,10,Wednesday,9622,4910
2023,5,11,Thursday,1369,1081
2023,5,12,Friday,8653,9373
2023,5,13,Saturday,1842,4375
2023,5,14,Sunday,6840,3965
2023,5,15,Monday,3160,1181
2023,5,16,Tuesday,1889,9626
2023,5,17,Wednesday,2266,6976
2023,5,18,Thursday,5316,1751
2023,5,19,Friday,4423,9273
2023,5,20,Saturday,5097,9079
2023,5,21,Sunday,4625,4090
2023,5,22,Monday,8186,3372
2023,5,23,Tuesday,6038,6592
2023,5,24,Wednesday,2220,2609
2023,5,25,Thursday,4832,3726
2023,5,26,Friday,3603,8154
2023,5,27,Saturday,8325,6229
2023,5,28,Sunday,5416,8324
2023,5,29,Monday,3340,2811
2023,5,30,Tuesday,4268,9946
2023,5,31,Wednesday,9971,8789
2023,6,1,Thursday,6202,0728
2023,6,2,Friday,4917,8485
2023,6,3,Saturday,0270,3448
2023,6,4,Sunday,4138,2988
2023,6,5,Monday,8217,3235
2023,6,6,Tuesday,0194,8458
2023,6,7,Wednesday,2468,0892
2023,6,8,Thursday,9614,2984
2023,6,9,Friday,9150,2336
2023,6,10,Saturday,3481,0180
2023,6,11,Sunday,9787,0314
2023,6,12,Monday,3469,6468
2023,6,13,Tuesday,9673,2866
2023,6,14,Wednesday,9203,7114
2023,6,15,Thursday,0893,6741
2023,6,16,Friday,1586,8552
2023,6,17,Saturday,1938,2136
2023,6,18,Sunday,0159,7198
2023,6,19,Monday,0780,3015
2023,6,20,Tuesday,3230,3829
2023,6,21,Wednesday,4741,8023
2023,6,22,Thursday,9140,0088
2023,6,23,Friday,5864,3485
2023,6,24,Saturday,3629,8723
2023,6,25,Sunday,2192,6381
2023,6,26,Monday,2224,1396
2023,6,27,Tuesday,4931,4934
2023,6,28,Wednesday,0538,7426
2023,6,29,Thursday,1734,5586
2023,6,30,Friday,3577,7938
2023,7,1,Saturday,4240,6522
2023,7,2,Sunday,2219,6407
2023,7,3,Monday,8761,6634
2023,7,4,Tuesday,4304,2538
2023,7,5,Wednesday,6052,5180
2023,7,6,Thursday,8940,7572
2023,7,7,Friday,1209,1986
2023,7,8,Saturday,0164,5607
2023,7,9,Sunday,7507,6550
2023,7,10,Monday,0686,7671
2023,7,11,Tuesday,9719,2994
2023,7,12,Wednesday,6556,0266
2023,7,13,Thursday,8045,8833
2023,7,14,Friday,9602,6729
2023,7,15,Saturday,1324,1293
2023,7,16,Sunday,5462,5407
2023,7,17,Monday,6734,5695
2023,7,18,Tuesday,0671,1463
2023,7,19,Wednesday,9547,5569
2023,7,20,Thursday,0890,0684
2023,7,21,Friday,9057,7139
2023,7,22,Saturday,5589,1597
2023,7,23,Sunday,7557,9103
2023,7,24,Monday,0462,2854
2023,7,25,Tuesday,9920,2026
2023,7,26,Wednesday,0154,5123
2023,7,27,Thursday,2706,8461
2023,7,28,Friday,4087,9802
2023,7,29,Saturday,2013,0474
2023,7,30,Sunday,9178,1171
2023,7,31,Monday,9191,5355
2023,8,1,Tuesday,5156,3274
2023,8,2,Wednesday,5389,1040
2023,8,3,Thursday,1413,6570
2023,8,4,Friday,7341,1882
2023,8,5,Saturday,3486,6171
2023,8,6,Sunday,8856,0591
2023,8,7,Monday,9443,1044
2023,8,8,Tuesday,1636,6921
2023,8,9,Wednesday,2042,0522
2023,8,10,Thursday,6961,8084
2023,8,11,Friday,5284,9924
2023,8,12,Saturday,3462,2396
2023,8,13,Sunday,8061,6865
2023,8,14,Monday,0504,1643
2023,8,15,Tuesday,7062,2489
2023,8,16,Wednesday,3031,5924
2023,8,17,Thursday,2489,5546
2023,8,18,Friday,7174,4889
2023,8,19,Saturday,2785,8737
2023,8,20,Sunday,4689,3674
2023,8,21,Monday,9681,7294
2023,8,22,Tuesday,7558,9570
2023,8,23,Wednesday,5315,8859
2023,8,24,Thursday,5629,7381
2023,8,25,Friday,0959,8359
2023,8,26,Saturday,7791,0294
2023,8,27,Sunday,2087,3100
2023,8,28,Monday,4655,3377
2023,8,29,Tuesday,8395,5272
2023,8,30,Wednesday,7454,0839
2023,8,31,Thursday,7493,3151
2023,9,1,Friday,9699,4487
2023,9,2,Saturday,0584,7087
2023,9,3,Sunday,9216,2202
2023,9,4,Monday,4029,8803
2023,9,5,Tuesday,2018,8785
2023,9,6,Wednesday,1646,6509
2023,9,7,Thursday,2537,4117
2023,9,8,Friday,8384,0453
2023,9,9,Saturday,9981,8136
2023,9,10,Sunday,3197,1568
2023,9,11,Monday,4616,4864
2023,9,12,Tuesday,6849,6127
2023,9,13,Wednesday,6766,8897
2023,9,14,Thursday,7596,5044
2023,9,15,Friday,1976,0279
2023,9,16,Saturday,9490,1760
2023,9,17,Sunday,0742,7801
2023,9,18,Monday,1374,8297
2023,9,19,Tuesday,1401,3576
2023,9,20,Wednesday,5236,1681
2023,9,21,Thursday,3247,4492
2023,9,22,Friday,3094,2185
2023,9,23,Saturday,2526,8592
2023,9,24,Sunday,1528,8300
2023,9,25,Monday,7642,9542
2023,9,26,Tuesday,4664,9623
2023,9,27,Wednesday,9910,4754
2023,9,28,Thursday,5368,4459
2023,9,29,Friday,1804,5079
2023,9,30,Saturday,1065,0822
2023,10,1,Sunday,4862,9235
2023,10,2,Monday,7774,5743
2023,10,3,Tuesday,1358,1584
2023,10,4,Wednesday,4585,2889
2023,10,5,Thursday,8410,7832
2023,10,6,Friday,9907,7002
2023,10,7,Saturday,3582,9415
2023,10,8,Sunday,9207,6486
2023,10,9,Monday,2779,7382
2023,10,10,Tuesday,6909,5517
2023,10,11,Wednesday,4774,5951
2023,10,12,Thursday,5724,0711
2023,10,13,Friday,5968,5226
2023,10,14,Saturday,9183,9884
2023,10,15,Sunday,7408,8226
2023,10,16,Monday,0049,9818
2023,10,17,Tuesday,8484,4885
2023,10,18,Wednesday,0414,5388
2023,10,19,Thursday,9869,6043
2023,10,20,Friday,3911,0665
2023,10,21,Saturday,5782,2666
2023,10,22,Sunday,7728,6694
2023,10,23,Monday,9607,6058
2023,10,24,Tuesday,3002,7671
2023,10,25,Wednesday,8109,1883
2023,10,26,Thursday,4312,7380
2023,10,27,Friday,7128,3775
2023,10,28,Saturday,4578,6186
2023,10,29,Sunday,9947,7891
2023,10,30,Monday,4583,6278
2023,10,31,Tuesday,6933,9136
2023,11,1,Wednesday,3036,6811
2023,11,2,Thursday,7332,9039
2023,11,3,Friday,0210,1619
2023,11,4,Saturday,8753,6143
2023,11,5,Sunday,7231,4092
2023,11,6,Monday,2180,4043
2023,11,7,Tuesday,9284,3235
2023,11,8,Wednesday,9028,0387
2023,11,9,Thursday,9589,1017
2023,11,10,Friday,0255,8552
2023,11,11,Saturday,9785,2596
2023,11,12,Sunday,3008,4729
2023,11,13,Monday,8431,4682
2023,11,14,Tuesday,8630,3015
2023,11,15,Wednesday,2420,2179
2023,11,16,Thursday,7311,4659
2023,11,17,Friday,4029,2834
2023,11,18,Saturday,1188,4446
2023,11,19,Sunday,4335,3463
2023,11,20,Monday,1528,4999
2023,11,21,Tuesday,1097,3607
2023,11,22,Wednesday,7649,5442
2023,11,23,Thursday,8593,3479
2023,11,24,Friday,2011,7927
2023,11,25,Saturday,2037,6870
2023,11,26,Sunday,9289,2559
2023,11,27,Monday,3561,2912
2023,11,28,Tuesday,8402,9840
2023,11,29,Wednesday,0139,6836
2023,11,30,Thursday,4696,7456
2023,12,1,Friday,9798,2643
2023,12,2,Saturday,4375,7990
2023,12,3,Sunday,6351,2701
2023,12,4,Monday,1700,4933
2023,12,5,Tuesday,4416,0796
2023,12,6,Wednesday,1986,4167
2023,12,7,Thursday,3592,5495
2023,12,8,Friday,5804,0172
2023,12,9,Saturday,5597,4980
2023,12,10,Sunday,1932,0799
2023,12,11,Monday,9243,9850
2023,12,12,Tuesday,9052,1908
2023,12,13,Wednesday,6194,0015
2023,12,14,Thursday,8612,2476
2023,12,15,Friday,7243,5422
2023,12,16,Saturday,4787,9259
2023,12,17,Sunday,3892,2656
2023,12,18,Monday,0994,9033
2023,12,19,Tuesday,0458,2984
2023,12,20,Wednesday,6852,1872
2023,12,21,Thursday,2201,7352
2023,12,22,Friday,6363,3947
2023,12,23,Saturday,8636,7871
2023,12,24,Sunday,5417,2327
2023,12,25,Monday,7772,8067
2023,12,26,Tuesday,7837,2847
2023,12,27,Wednesday,9553,4057
2023,12,28,Thursday,0814,3532
2023,12,29,Friday,4043,9928
2023,12,30,Saturday,2426,5009
2023,12,31,Sunday,2717,4400
2024,1,1,Monday,4330,7737
2024,1,2,Tuesday,7127,1254
2024,1,3,Wednesday,8913,7056
2024,1,4,Thursday,9855,5817
2024,1,5,Friday,1983,4937
2024,1,6,Saturday,3883,5777
2024,1,7,Sunday,2197,6616
2024,1,8,Monday,6373,5863
2024,1,9,Tuesday,4005,3372
2024,1,10,Wednesday,1369,0908
2024,1,11,Thursday,3829,6763
2024,1,12,Friday,7498,1755
2024,1,13,Saturday,0373,1620
2024,1,14,Sunday,3766,3377
2024,1,15,Monday,9750,4302
2024,1,16,Tuesday,4824,0007
2024,1,17,Wednesday,0356,9964
2024,1,18,Thursday,6651,5352
2024,1,19,Friday,4338,2967
2024,1,20,Saturday,9156,0083
2024,1,21,Sunday,4428,8326
2024,1,22,Monday,6307,4954
2024,1,23,Tuesday,3864,4186
2024,1,24,Wednesday,8083,3694
2024,1,25,Thursday,5261,1183
2024,1,26,Friday,6149,0221
2024,1,27,Saturday,6274,0592
2024,1,28,Sunday,7742,8097
2024,1,29,Monday,2991,3077
2024,1,30,Tuesday,5185,4899
2024,1,31,Wednesday,8571,7097
2024,2,1,Thursday,0267,8958
2024,2,2,Friday,2852,1736
2024,2,3,Saturday,2845,0751
2024,2,4,Sunday,3964,9853
2024,2,5,Monday,1928,5801
2024,2,6,Tuesday,0071,9628
2024,2,7,Wednesday,1554,1377
2024,2,8,Thursday,5808,4848
2024,2,9,Friday,9749,4785
2024,2,10,Saturday,9491,8563
2024,2,11,Sunday,2818,7335
2024,2,12,Monday,2953,8463
2024,2,13,Tuesday,1845,1073
2024,2,14,Wednesday,9937,7778
2024,2,15,Thursday,8733,4606
2024,2,16,Friday,2475,7774
2024,2,17,Saturday,3880,4450
2024,2,18,Sunday,4530,1952
2024,2,19,Monday,2947,1072
2024,2,20,Tuesday,7678,7758
2024,2,21,Wednesday,5587,4911
2024,2,22,Thursday,1287,5487
2024,2,23,Friday,0249,3678
2024,2,24,Saturday,6608,4630
2024,2,25,Sunday,2378,0365
2024,2,26,Monday,8899,2717
2024,2,27,Tuesday,2633,8956
2024,2,28,Wednesday,4370,7484
2024,2,29,Thursday,4002,9344
2024,3,1,Friday,9994,9511
2024,3,2,Saturday,0148,2197
2024,3,3,Sunday,6092,4859
2024,3,4,Monday,4991,2325
2024,3,5,Tuesday,2491,1442
2024,3,6,Wednesday,2461,2773
2024,3,7,Thursday,4392,5098
2024,3,8,Friday,3895,5773
2024,3,9,Saturday,9469,7162
2024,3,10,Sunday,8954,2949
2024,3,11,Monday,7692,2391
2024,3,12,Tuesday,7942,8419
2024,3,13,Wednesday,9638,4396
2024,3,14,Thursday,6195,5197
2024,3,15,Friday,1155,7672
2024,3,16,Saturday,0912,2895
2024,3,17,Sunday,6575,5049
2024,3,18,Monday,5577,5945
2024,3,19,Tuesday,4033,3366
2024,3,20,Wednesday,3411,3628
2024,3,21,Thursday,5952,0457
2024,3,22,Friday,3880,2925
2024,3,23,Saturday,2043,8150
2024,3,24,Sunday,9133,6984
2024,3,25,Monday,4695,2085
2024,3,26,Tuesday,4632,3368
2024,3,27,Wednesday,2236,8157
2024,3,28,Thursday,9545,6224
2024,3,29,Friday,0038,1188
2024,3,30,Saturday,8276,7759
2024,3,31,Sunday,3617,0515
2024,4,1,Monday,6070,2275
2024,4,2,Tuesday,3190,2379
2024,4,3,Wednesday,1267,9176
2024,4,4,Thursday,4940,0812
2024,4,5,Friday,6849,6397
2024,4,6,Saturday,4025,9304
2024,4,7,Sunday,6649,8115
2024,4,8,Monday,5173,7272
2024,4,9,Tuesday,9279,9317
2024,4,10,Wednesday,0087,1123
2024,4,11,Thursday,3497,2831
2024,4,12,Friday,4799,6304
2024,4,13,Saturday,0178,3483
2024,4,14,Sunday,8452,0122
2024,4,15,Monday,0768,7237
2024,4,16,Tuesday,1700,4319
2024,4,17,Wednesday,1251,8075
2024,4,18,Thursday,5743,5428
2024,4,19,Friday,6808,1781
2024,4,20,Saturday,8665,3385
2024,4,21,Sunday,4585,3580
2024,4,22,Monday,0933,0830
2024,4,23,Tuesday,5085,0858
2024,4,24,Wednesday,2887,4129
2024,4,25,Thursday,9383,7142
2024,4,26,Friday,1264,4287
2024,4,27,Saturday,7282,3533
2024,4,28,Sunday,6167,6715
2024,4,29,Monday,9639,3710
2024,4,30,Tuesday,8376,0096
2024,5,1,Wednesday,9194,9347
2024,5,2,Thursday,7692,7347
2024,5,3,Friday,9331,0155
2024,5,4,Saturday,9283,5431
2024,5,5,Sunday,7027,5890
2024,5,6,Monday,1523,9353
2024,5,7,Tuesday,1373,4980
2024,5,8,Wednesday,7052,1138
2024,5,9,Thursday,3559,6344
2024,5,10,Friday,1167,9789
2024,5,11,Saturday,8309,9423
2024,5,12,Sunday,4724,8199
2024,5,13,Monday,0158,1319
2024,5,14,Tuesday,5979,4021
2024,5,15,Wednesday,2811,1224
2024,5,16,Thursday,4058,6824
2024,5,17,Friday,2832,6506
2024,5,18,Saturday,4134,4238
2024,5,19,Sunday,8840,4629
2024,5,20,Monday,5221,2076
2024,5,21,Tuesday,1169,3892
2024,5,22,Wednesday,4992,0442
2024,5,23,Thursday,6267,0153
2024,5,24,Friday,3407,1288
2024,5,25,Saturday,8818,1065
2024,5,26,Sunday,1993,1959
2024,5,27,Monday,0955,1869
2024,5,28,Tuesday,0371,4090
2024,5,29,Wednesday,3473,5980
2024,5,30,Thursday,5476,9544
2024,5,31,Friday,0653,4362
2024,6,1,Saturday,1456,1454
2024,6,2,Sunday,4803,1278
2024,6,3,Monday,5010,2269
2024,6,4,Tuesday,3780,6877
2024,6,5,Wednesday,6497,9634
2024,6,6,Thursday,2243,8476
2024,6,7,Friday,5359,7995
2024,6,8,Saturday,9197,8593
2024,6,9,Sunday,7800,9910
2024,6,10,Monday,6544,8612
2024,6,11,Tuesday,0294,0664
2024,6,12,Wednesday,1540,2453
2024,6,13,Thursday,4596,3631
2024,6,14,Friday,9379,1434
2024,6,15,Saturday,5592,4316
2024,6,16,Sunday,2911,8210
2024,6,17,Monday,1305,5467
2024,6,18,Tuesday,4744,6600
2024,6,19,Wednesday,8437,5336
2024,6,20,Thursday,0525,0708
2024,6,21,Friday,0700,9188
2024,6,22,Saturday,6471,2248
2024,6,23,Sunday,7137,3287
2024,6,24,Monday,8713,1793
2024,6,25,Tuesday,7020,1744
2024,6,26,Wednesday,2202,9395
2024,6,27,Thursday,4231,8743
2024,6,28,Friday,6013,4097
2024,6,29,Saturday,5525,0773
2024,6,30,Sunday,6529,2605
2024,7,1,Monday,3890,3162
2024,7,2,Tuesday,1771,7585
2024,7,3,Wednesday,9891,5995
2024,7,4,Thursday,4237,4221
2024,7,5,Friday,5224,4552
2024,7,6,Saturday,9243,4413
2024,7,7,Sunday,2078,3036
2024,7,8,Monday,4003,8515
2024,7,9,Tuesday,3534,6630
2024,7,10,Wednesday,6056,7868
2024,7,11,Thursday,0140,3123
2024,7,12,Friday,4056,1070
2024,7,13,Saturday,9226,1923
2024,7,14,Sunday,2344,9159
2024,7,15,Monday,1412,7556
2024,7,16,Tuesday,5057,1533
2024,7,17,Wednesday,2275,2156
2024,7,18,Thursday,9763,9636
2024,7,19,Friday,0075,3321
2024,7,20,Saturday,8418,5895
2024,7,21,Sunday,3221,7746
2024,7,22,Monday,1559,6482
2024,7,23,Tuesday,0438,7214
2024,7,24,Wednesday,9781,8951
2024,7,25,Thursday,2055,4108
2024,7,26,Friday,5783,9821
2024,7,27,Saturday,3016,5756
2024,7,28,Sunday,0013,5824
2024,7,29,Monday,0865,0697
2024,7,30,Tuesday,1143,0554
2024,7,31,Wednesday,9670,2408
2024,8,1,Thursday,2851,4895
2024,8,2,Friday,1193,9224
2024,8,3,Saturday,8505,5423
2024,8,4,Sunday,8674,6435
2024,8,5,Monday,8695,6209
2024,8,6,Tuesday,3406,8785
2024,8,7,Wednesday,1358,2569
2024,8,8,Thursday,6025,9907
2024,8,9,Friday,9054,8909
2024,8,10,Saturday,6507,4777
2024,8,11,Sunday,9639,6067
2024,8,12,Monday,6398,7470
2024,8,13,Tuesday,9740,7053
2024,8,14,Wednesday,1907,9457
2024,8,15,Thursday,2907,9475
2024,8,16,Friday,2883,9246
2024,8,17,Saturday,7064,5208
2024,8,18,Sunday,6965,7463
2024,8,19,Monday,3000,0267
2024,8,20,Tuesday,2065,9716
2024,8,21,Wednesday,8696,9108
2024,8,22,Thursday,4869,0444
2024,8,23,Friday,2778,0500
2024,8,24,Saturday,1157,6020
2024,8,25,Sunday,6149,1121
2024,8,26,Monday,1029,3024
2024,8,27,Tuesday,4909,4539
2024,8,28,Wednesday,6375,4508
2024,8,29,Thursday,5507,6559
2024,8,30,Friday,7355,8449
2024,8,31,Saturday,7030,4448
2024,9,1,Sunday,4336,8851
2024,9,2,Monday,0882,8148
2024,9,3,Tuesday,4970,2214
2024,9,4,Wednesday,3973,6215
2024,9,5,Thursday,7729,0130
2024,9,6,Friday,7626,7248
2024,9,7,Saturday,0154,3435
2024,9,8,Sunday,9769,4567
2024,9,9,Monday,1137,0720
2024,9,10,Tuesday,8573,4374
2024,9,11,Wednesday,2384,1181
2024,9,12,Thursday,1270,3873
2024,9,13,Friday,3668,4058
2024,9,14,Saturday,5666,9084
2024,9,15,Sunday,9183,6473
2024,9,16,Monday,0649,9843
2024,9,17,Tuesday,8825,2693
2024,9,18,Wednesday,9589,8180
2024,9,19,Thursday,9222,5267
2024,9,20,Friday,5184,5627
2024,9,21,Saturday,3468,2639
2024,9,22,Sunday,5116,0691
2024,9,23,Monday,2714,3694
2024,9,24,Tuesday,6947,9536
2024,9,25,Wednesday,2843,0130
2024,9,26,Thursday,5228,1345
2024,9,27,Friday,1574,3909
2024,9,28,Saturday,7977,7246
2024,9,29,Sunday,7172,8171
2024,9,30,Monday,9081,8800
2024,10,1,Tuesday,4437,8765
2024,10,2,Wednesday,8809,0689
2024,10,3,Thursday,1037,2729
2024,10,4,Friday,0231,6551
2024,10,5,Saturday,5219,5018
2024,10,6,Sunday,5744,8138
2024,10,7,Monday,0577,5293
2024,10,8,Tuesday,6373,9010
2024,10,9,Wednesday,9801,8922
2024,10,10,Thursday,7817,6413
2024,10,11,Friday,8539,4793
2024,10,12,Saturday,9800,2499
2024,10,13,Sunday,3499,9545
2024,10,14,Monday,0504,6885
2024,10,15,Tuesday,3312,8961
2024,10,16,Wednesday,9990,7054
2024,10,17,Thursday,5108,0501
2024,10,18,Friday,6593,0488
2024,10,19,Saturday,1087,7620
2024,10,20,Sunday,7180,3972
2024,10,21,Monday,5398,1558
2024,10,22,Tuesday,9001,6087
2024,10,23,Wednesday,5223,1152
2024,10,24,Thursday,7671,8972
2024,10,25,Friday,2752,5546
2024,10,26,Saturday,2713,0045
2024,10,27,Sunday,2024,6361
2024,10,28,Monday,9486,8090
2024,10,29,Tuesday,3353,3885
2024,10,30,Wednesday,8626,5762
2024,10,31,Thursday,3911,5918
2024,11,1,Friday,5196,9013
2024,11,2,Saturday,0080,7099
2024,11,3,Sunday,3040,5925
2024,11,4,Monday,1732,0285
2024,11,5,Tuesday,6866,2552
2024,11,6,Wednesday,6152,4947
2024,11,7,Thursday,3852,5472
2024,11,8,Friday,3988,3734
2024,11,9,Saturday,6439,9473
2024,11,10,Sunday,3859,6917
2024,11,11,Monday,7154,2156
2024,11,12,Tuesday,6482,2082
2024,11,13,Wednesday,6220,6043
2024,11,14,Thursday,2462,4116
2024,11,15,Friday,9233,0727
2024,11,16,Saturday,1086,4269
2024,11,17,Sunday,0054,7703
2024,11,18,Monday,3531,3518
2024,11,19,Tuesday,6800,7936
2024,11,20,Wednesday,1564,9873
2024,11,21,Thursday,1508,6363
2024,11,22,Friday,4532,0043
2024,11,23,Saturday,2364,9134
2024,11,24,Sunday,5627,1895
2024,11,25,Monday,4389,4072
2024,11,26,Tuesday,7458,9348
2024,11,27,Wednesday,8073,4150
2024,11,28,Thursday,6801,0288
2024,11,29,Friday,2321,4641
2024,11,30,Saturday,0067,2378
2024,12,1,Sunday,5389,1414
2024,12,2,Monday,3688,1891
2024,12,3,Tuesday,9968,5525
2024,12,4,Wednesday,3434,1689
2024,12,5,Thursday,7637,7522
2024,12,6,Friday,6312,9231
2024,12,7,Saturday,1330,1038
2024,12,8,Sunday,2513,3710
2024,12,9,Monday,2919,9920
2024,12,10,Tuesday,8813,1189
2024,12,11,Wednesday,3732,8121
2024,12,12,Thursday,7973,4578
2024,12,13,Friday,7654,2535
2024,12,14,Saturday,7919,6462
2024,12,15,Sunday,9165,1382
2024,12,16,Monday,2296,2180
2024,12,17,Tuesday,5464,1472
2024,12,18,Wednesday,3745,6226
2024,12,19,Thursday,2172,6539
2024,12,20,Friday,5479,4455
2024,12,21,Saturday,4336,8017
2024,12,22,Sunday,3116,0729
2024,12,23,Monday,1278,3929
2024,12,24,Tuesday,6791,2377
2024,12,25,Wednesday,5601,2206
2024,12,26,Thursday,2466,8805
2024,12,27,Friday,1725,6886
2024,12,28,Saturday,4200,7996
2024,12,29,Sunday,5995,2331
2024,12,30,Monday,1973,8974
2024,12,31,Tuesday,7154,1335
2025,1,1,Wednesday,0664,2166
2025,1,2,Thursday,3957,9782
2025,1,3,Friday,6067,1736
2025,1,4,Saturday,2427,2923
2025,1,5,Sunday,4123,7616
2025,1,6,Monday,6010,1646
2025,1,7,Tuesday,0524,4679
2025,1,8,Wednesday,2577,5341
2025,1,9,Thursday,1781,2268
2025,1,10,Friday,8383,4550
2025,1,11,Saturday,0613,8940
2025,1,12,Sunday,4842,0892
2025,1,13,Monday,4219,8847
2025,1,14,Tuesday,5078,5994
2025,1,15,Wednesday,2215,0829
2025,1,16,Thursday,6930,5723
2025,1,17,Friday,3640,0745
2025,1,18,Saturday,1308,9926
2025,1,19,Sunday,1243,4161
2025,1,20,Monday,7048,7054
2025,1,21,Tuesday,9689,1924
2025,1,22,Wednesday,6715,9577
2025,1,23,Thursday,1140,1845
2025,1,24,Friday,2280,9242
2025,1,25,Saturday,3056,2444
2025,1,26,Sunday,4708,9300
2025,1,27,Monday,7460,3042
2025,1,28,Tuesday,7887,0631
2025,1,29,Wednesday,1965,1502
2025,1,30,Thursday,8536,7986
2025,1,31,Friday,4633,5366
2025,2,1,Saturday,9018,2736
2025,2,2,Sunday,9433,5589
2025,2,3,Monday,3663,0208
2025,2,4,Tuesday,8007,2841
2025,2,5,Wednesday,6152,8917
2025,2,6,Thursday,2790,8715
2025,2,7,Friday,5489,3857
2025,2,8,Saturday,6139,8495
2025,2,9,Sunday,6006,2965
2025,2,10,Monday,1955,4901
2025,2,11,Tuesday,5084,0127
2025,2,12,Wednesday,8726,5336
2025,2,13,Thursday,8458,7432
2025,2,14,Friday,9531,5136
2025,2,15,Saturday,7949,7262
2025,2,16,Sunday,7385,7830
2025,2,17,Monday,5857,7971
2025,2,18,Tuesday,6365,4071
2025,2,19,Wednesday,5318,8541
2025,2,20,Thursday,9769,4403
2025,2,21,Friday,8753,3758
2025,2,22,Saturday,4422,8757
2025,2,23,Sunday,6609,3215
2025,2,24,Monday,8000,5230
2025,2,25,Tuesday,8286,7466
2025,2,26,Wednesday,4498,4020
2025,2,27,Thursday,6309,9670
2025,2,28,Friday,0557,5205
2025,3,1,Saturday,4360,2631
2025,3,2,Sunday,3236,9534
2025,3,3,Monday,3868,3707
2025,3,4,Tuesday,2027,8774
2025,3,5,Wednesday,4871,9722
2025,3,6,Thursday,8137,6406
2025,3,7,Friday,4578,3970
2025,3,8,Saturday,0024,6140
2025,3,9,Sunday,8612,8776
2025,3,10,Monday,1227,9636
2025,3,11,Tuesday,5611,5727
2025,3,12,Wednesday,6779,7371
2025,3,13,Thursday,2803,1531
2025,3,14,Friday,4523,1973
2025,3,15,Saturday,5908,5800
2025,3,16,Sunday,1520,7724
2025,3,17,Monday,6259,0549
2025,3,18,Tuesday,9546,2654
2025,3,19,Wednesday,5860,0231
2025,3,20,Thursday,8557,9447
2025,3,21,Friday,1659,0375
2025,3,22,Saturday,7369,2939
