date,midday
12-08-2023,3197
13-08-2023,4603
14-08-2023,0530
15-08-2023,3433
16-08-2023,4155
17-08-2023,0277
18-08-2023,8137
19-08-2023,2569
20-08-2023,5264
21-08-2023,3431
22-08-2023,8805
23-08-2023,0317
24-08-2023,9276
25-08-2023,6086
26-08-2023,0513
27-08-2023,3678
28-08-2023,9641
29-08-2023,1078
30-08-2023,9963
31-08-2023,4213
01-09-2023,1337
02-09-2023,2801
03-09-2023,8776
04-09-2023,3442
05-09-2023,1516
06-09-2023,6163
07-09-2023,2207
08-09-2023,5871
09-09-2023,8807
10-09-2023,6936
11-09-2023,7628
12-09-2023,5706
13-09-2023,7512
14-09-2023,5997
15-09-2023,8091
16-09-2023,6205
17-09-2023,1326
18-09-2023,8260
19-09-2023,8477
20-09-2023,0766
21-09-2023,7420
22-09-2023,8550
23-09-2023,8967
24-09-2023,7647
25-09-2023,0972
26-09-2023,4781
27-09-2023,7377
28-09-2023,0814
29-09-2023,4233
30-09-2023,3719
01-10-2023,1141
02-10-2023,2275
03-10-2023,9363
04-10-2023,6316
05-10-2023,2628
06-10-2023,7620
07-10-2023,6979
08-10-2023,8418
09-10-2023,6272
10-10-2023,8638
11-10-2023,3826
12-10-2023,9728
13-10-2023,2474
14-10-2023,7464
15-10-2023,3978
16-10-2023,3327
17-10-2023,7107
18-10-2023,6122
19-10-2023,8823
20-10-2023,9310
21-10-2023,0538
22-10-2023,1547
23-10-2023,2458
24-10-2023,4222
25-10-2023,0754
26-10-2023,7742
27-10-2023,5017
28-10-2023,6151
29-10-2023,8278
30-10-2023,5636
31-10-2023,4306
01-11-2023,5743
02-11-2023,7031
03-11-2023,7200
04-11-2023,4002
05-11-2023,7608
06-11-2023,6789
07-11-2023,5216
08-11-2023,3192
09-11-2023,9057
10-11-2023,5169
11-11-2023,9011
12-11-2023,1962
13-11-2023,8088
14-11-2023,9645
15-11-2023,8082
16-11-2023,1469
17-11-2023,3039
18-11-2023,0983
19-11-2023,3488
20-11-2023,4828
21-11-2023,7580
22-11-2023,8973
23-11-2023,7548
24-11-2023,7259
25-11-2023,2496
26-11-2023,5215
27-11-2023,6856
28-11-2023,0324
29-11-2023,1020
30-11-2023,9455
01-12-2023,3738
02-12-2023,2585
03-12-2023,4269
04-12-2023,6816
05-12-2023,0625
06-12-2023,7771
07-12-2023,2636
08-12-2023,5960
09-12-2023,0719
10-12-2023,2645
11-12-2023,3051
12-12-2023,9589
13-12-2023,8209
14-12-2023,5091
15-12-2023,5847
16-12-2023,1370
17-12-2023,4002
18-12-2023,2061
19-12-2023,3563
20-12-2023,2886
21-12-2023,7377
22-12-2023,3371
23-12-2023,1036
24-12-2023,8709
25-12-2023,0036
26-12-2023,5389
27-12-2023,6663
28-12-2023,2365
29-12-2023,4409
30-12-2023,2222
